customer_tweet_id,customer_message,author_id,created_at,brand_response,intent,auto_handle,escalate_reason
1726279,@521943 @115858 RT still fix I️t Apple!!!$,522094,Tue Nov 07 03:11:38 +0000 2017,@522094 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,update_issue,False,N/A
2558613,Why every time I️ out I️ Issa question mark @AppleSupport,594330,Thu Nov 16 16:13:21 +0000 2017,@594330 Thanks for reaching out.  We know how important it is for your keyboard to respond as expected and we'll do everything we can to assist.  Have you had a chance to update to iOS 11.1.1?,update_issue,False,N/A
2294661,"Okay, I’ve done all the updates and my phone is still locking itself 😠 @AppleSupport",123687,Sat Nov 11 22:32:59 +0000 2017,@123687 We want to help you out. Send us a DM and we'll help you look into what's going on. https://t.co/GDrqU22YpT,other,True,N/A
2410213,"how is this possible?
@AppleSupport https://t.co/2Q4iYx62Cs",692972,Tue Nov 14 16:02:51 +0000 2017,@692972 Thanks for reaching out. We can definitely look into this with you. Send us a DM and we'll look into this further. https://t.co/GDrqU22YpT,other,True,N/A
123066,"@AppleSupport Also I’ll get notifications for old, read texts, and not for newer ones.",143485,Fri Nov 24 00:45:27 +0000 2017,@143485 Wounds like we've got a few things happening. We'll be happy to do all we can to help get this sorted out. Next step would be to update fully to iOS 11.1.2 which I the most current version. This guide will offer assistance if you need is: https://t.co/80YRnjDFDk,update_issue,False,The issue involves persistent software notification bugs that may require deeper investigation beyond standard update troubleshooting.
34610,"Oh great, iMessage not working after the latest iOS update. 😐 @AppleSupport",123499,Wed Nov 01 09:03:43 +0000 2017,@123499 Thanks for reaching out. DM the specific issue you are seeing with Messages to get started. https://t.co/GDrqU22YpT,update_issue,False,Requires troubleshooting specific to the user's device configuration and iMessage settings following an OS update.
1564068,@AppleSupport That one. Annoying as hell.,482975,Sat Nov 04 05:24:41 +0000 2017,@482975 Thanks for reaching out! We hear you. Try these steps and let us know how it goes: https://t.co/xU1AGIa4ME,other,False,N/A
1643355,@115858 updates are totally messing up my iPhone 7. Not even a year old and it’s acting all wonky. So annoyed. I️ swear they do this on purpose to make you upgrade. #timetogiveupiphone,502262,Sun Nov 05 22:38:47 +0000 2017,"@502262 We hate to hear you're having trouble with your iPhone, but will do all we can to help. Which exact iOS version do you have?",update_issue,False,The customer is expressing frustration and potential hardware/software performance issues that require personalized troubleshooting beyond standard documentation.
2078924,iASS11 @AppleSupport https://t.co/aVh1FHnlRD,614846,Mon Oct 09 15:59:52 +0000 2017,@614846 We'd love to help you with the keyboard. Have you already restarted your iPhone? Updated to iOS 11.0.2? Let us know in DM. https://t.co/GDrqU22YpT,other,False,"The customer is reporting a technical issue (keyboard) and the brand has requested a move to Direct Messages (DM) for further troubleshooting, which requires human agent intervention."
1143581,"New iOS has pretty much slowed my phone down, made everything clunky &amp; doesn’t work. Good job @AppleSupport @115858 #iOS11 #Apple #AppleNews",389161,Tue Oct 24 05:44:29 +0000 2017,@389161 We'd like to help.  Which specific iPhone and iOS 11 version are you using?,update_issue,False,Requires specific device and software version details to troubleshoot performance degradation post-update.
1688537,Wtf is up with this “i” changing to I️ thing ? It’s pissing me off @AppleSupport,512726,Mon Nov 06 17:25:16 +0000 2017,@512726 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,update_issue,False,N/A
2485827,How do I stop that lil vibrate when I refresh my tl??? @115858 help me,710067,Wed Nov 15 12:43:09 +0000 2017,"@710067 We're glad to help. It sounds like you're describing the haptic feedback vibration. Which device and version of iOS are you using? Would you like to turn off all such feedback system-wide, or only in a specific app?",other,False,N/A
940959,Why the fuck did my phone just make an alarm beeping sound @AppleSupport,343066,Fri Oct 13 23:14:40 +0000 2017,@343066 Let's work together to investigate. Is this the first time you've heard this? Was it accompanied by a visual notification?,other,False,"The customer is expressing frustration with profanity and reporting an ambiguous, potentially urgent technical issue that requires investigation into device logs or settings."
539929,@AppleSupport Plz release ios 11.1.3 asap for solving the “spinning wheel black screen error” that i am facing from yesterday its coming again and again and stopping me to use my iphone i have to change date for temporary stop this problem,245223,Sat Dec 02 05:35:16 +0000 2017,"@245223 We’d like to offer some guidance on this. Let’s follow the steps in this article to resolve this issue, which includes updating to iOS version 11.2: https://t.co/osZOKKTalm

We’d recommend making sure you have a backup before updating your device.",update_issue,False,"The user is experiencing a recurring system-level crash ('spinning wheel black screen') that prevents device usage, which may require advanced troubleshooting or diagnostic support beyond standard update instructions."
44561,Still no resoultion to my complaint. Poor service. Acknowledgement of your email/submission - Follow-up: 677035208 @116333 @AppleSupport,125886,Wed Nov 01 15:50:04 +0000 2017,"@125886 We would like to hear about your AppleCare support experience.  Please send us a DM, so we can take a look. https://t.co/GDrqU22YpT",other,True,Customer is expressing dissatisfaction with a previous support interaction and requires follow-up on an existing case number.
564052,@AppleSupport @115858 como faço para ver esse defeito já que paguei caro por um aparelho https://t.co/dqBkrHl77f,252095,Sat Dec 02 23:33:47 +0000 2017,"@252095 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",hardware_damage,True,"Customer is reporting a potential hardware defect and expressing frustration regarding product value, requiring personalized support to assess the device."
566729,"@AppleSupport It’s hard to tell, nothing really reaches that far when I try. I have noticed that if I want to select something I have to start above it and drag my finger down to what I’m trying to press and then it’ll work",252873,Sun Dec 03 02:13:27 +0000 2017,@252873 Thanks for testing. We'd like to confirm some additional information with you. Send us a DM using the link below and we'll continue. https://t.co/GDrqU22YpT,hardware_damage,True,"The customer is describing symptoms of a digitizer or touch-screen failure, which requires further investigation or potential hardware repair."
1760189,@AppleSupport You have dm,200272,Wed Nov 08 00:01:56 +0000 2017,@200272 Thank you for sending us a DM. We will respond shortly.,other,False,"The customer is initiating a private conversation via DM, which requires a human agent to review and respond to the specific account or technical details provided in the private message."
434635,@115858 y'all not slick..... y'all release new phone my phone just randomly buggin? https://t.co/GufqeijYgc,218252,Tue Oct 10 15:19:14 +0000 2017,@218252 We're here for you. Tell us in detail what's happening with your iPhone.,other,False,N/A
373335,@AppleSupport My messenger app won't load after the upgrade. I have deleted it &amp; downloaded again but still no joy... Any tips? C,204466,Sun Oct 08 23:29:53 +0000 2017,"@204466 What kind of device do you have? DM us, and we'll work together to find a solution. https://t.co/GDrqU22YpT",update_issue,False,Requires device-specific troubleshooting and potential account/system investigation beyond standard app reinstallation.
2042672,"@AppleSupport iOS11 update sucks! Freezing, &amp; clock is stuck home screen",604040,Wed Oct 04 04:56:04 +0000 2017,"@604040 We want to help. Do you experience freezing within all apps? In DM, could you give us a few more details about the clock issue? https://t.co/GDrqU22YpT",update_issue,True,N/A
1810640,"@115858, This latest iPhone update is trash and it keeps freezing and shutting off my phone. NOBODY HAS TIME FOR THIS",543976,Sat Oct 14 21:36:49 +0000 2017,@543976 We'd like to help. Send us a DM with the device model. We'll take a look into the concerns you have with the updated iOS. https://t.co/GDrqU22YpT,update_issue,False,"The customer is reporting system instability (freezing and shutting off) following an iOS update, which requires technical investigation and potential troubleshooting beyond standard automated responses."
327085,@AppleSupport Thanks!!! Restart did the trick!,193948,Sun Oct 08 19:24:06 +0000 2017,"@193948 Awesome, we're glad to hear that. Please reach out if you need help in the future.",other,False,N/A
1453017,@AppleSupport See. IIIII couldn’t even say IIIIIIIII updated 😂,457197,Thu Nov 02 16:16:39 +0000 2017,@457197 Hello. We'll be glad to check on this with you. Please meet us in a DM by tapping here: https://t.co/GDrqU22YpT,update_issue,True,N/A
2314053,Fuck you @115858! I pay a monthly fee for insurance and you guys can’t even send my replacement phone even though I’ve sent mine in days ago!,671026,Thu Oct 19 22:27:49 +0000 2017,@671026 We'd like to look into what's going on. DM us some details to get started. https://t.co/GDrqU22YpT,hardware_damage,True,Customer is expressing high frustration regarding a delayed replacement device and requires account-specific investigation into a shipping/insurance claim.
1905350,"2/2 @AppleSupport 
I’m dying over here &amp; have never wanted to crush my phone so bad.",567767,Wed Oct 25 04:28:38 +0000 2017,@567767 Hi. We'd like to help. Tell us which version of iOS you're running in DM. Find that under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,other,False,"The customer is expressing high frustration and emotional distress, requiring a human agent to de-escalate the situation and provide empathetic support."
1786605,"@AppleSupport iOS 11 is awful, I’d like to use my phone for more than 30min at a time without it either dying or freezing up",536749,Wed Oct 11 15:38:39 +0000 2017,@536749 We want iOS 11 to work seamlessly with your iPhone. Does this happen while using a specific app? DM us with details here: https://t.co/GDrqU22YpT,battery_issue,True,The issue involves potential hardware or software performance degradation (freezing and rapid battery drain) that requires personalized troubleshooting or diagnostic checks.
1589964,"Why am I seeing these little boxes with question marks in them instead of emojis? I’ve already updated my phone.

@AppleSupport",413718,Sat Nov 04 19:49:42 +0000 2017,@413718 We'd like to help. Please take a look at the following article for more information: https://t.co/xXaXeeSRt9,other,False,N/A
794578,"@AppleSupport there is an issue with iOS11 ,whenever I switch on data on my iPhone 7 the internet just doesn’t work .Only upon restart works",309450,Thu Oct 12 10:00:13 +0000 2017,@309450 Let's take a closer look to see what's going on. Does this only happen while connected to cellular data and not Wi-Fi?,update_issue,True,N/A
404106,"iOS 11 f**king load of shit, apps don’t download unless I go to passcode and back in again, emails freeze? Calendar freezes @AppleSupport",211649,Mon Oct 09 20:19:39 +0000 2017,@211649 We have released 11.0.2. Make sure you have a backup and then go ahead and get your iPhone updated: https://t.co/80YRnjDFDk,update_issue,False,N/A
184128,what the hell is wrong with apple music now??! someone enlighten me @AppleSupport 😭 https://t.co/q4MfxN1vll,159326,Sat Oct 14 23:24:45 +0000 2017,@159326 We’ve got you covered. Which versions of iOS are you using (Settings &gt; General &gt; About)? Are you singed into your account?,other,False,N/A
1750439,"My phone loses its charge SO freaking fast now...haven’t even had it for a year. Wtf. Thanks, iPhone X... @AppleSupport @115858",527516,Tue Nov 07 15:00:30 +0000 2017,@527516 We're happy to assist you. DM us at the link below for further assistance. https://t.co/GDrqU22YpT,battery_issue,True,N/A
2283821,@AppleSupport That actually made my night lol I never get anywhere with support from companies 😊,663698,Sat Nov 11 04:37:03 +0000 2017,@663698 We're happy to have helped! Please feel free to reach out to us anytime. We're always delighted to assist you.,other,False,N/A
1268366,"@AppleSupport since 11 update texts showing in reverse order, on iOS 11.0.3 now still the same??",416976,Thu Oct 26 09:46:31 +0000 2017,@416976 We've received your DM as well and you can expect a response there shortly.,update_issue,False,"The issue persists across software updates, suggesting a potential bug or data corruption requiring investigation beyond standard troubleshooting."
2069400,"@115858, 
The only update I wanna see is the one that is going to give me a better battery life and not issues w/ hidden photos.
#Seriously",611976,Sun Oct 08 17:25:52 +0000 2017,@611976 Thank you for expressing your concern. Our goal is to help you get your device up and running. Please DM us to get started. https://t.co/GDrqU22YpT,battery_issue,False,The customer is expressing frustration regarding specific software performance issues (battery life and hidden photos) and requires personalized troubleshooting or feedback logging.
2801475,@AppleSupport 11.1.2,781517,Wed Nov 22 00:55:30 +0000 2017,@781517 Thanks for keeping your device updated to the latest version. Please DM us your current region and we'll go from there.,update_issue,True,N/A
1967440,Hey @115858 your latest iPhone software update totally sucks. I’d like to be able to download email on my phone again. Please fix this.,583000,Mon Oct 30 23:57:28 +0000 2017,@583000 Hi there! We'd be happy to help you out. What's going on with your mail?,update_issue,False,"The issue involves a specific functional failure (email download) following a software update, which requires troubleshooting steps beyond standard automated advice."
1708543,@AppleSupport look what you guys did,416006,Tue Nov 07 00:01:46 +0000 2017,@416006 Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,hardware_damage,True,"The customer is reporting a potential issue caused by Apple (likely damage or malfunction) without providing specific details, requiring a private conversation to investigate."
2775946,@AppleSupport Is a full backup required before downloading the latest iOS?,775661,Tue Nov 21 14:02:44 +0000 2017,@775661 We can assist you. We do recommend creating a back up before updating to the latest version of iOS if you don't already have a recent back up.,update_issue,False,N/A
2910524,Is any one else having issues with their iPhone or is it just me? 🤦🏻‍♀️ @AppleSupport,805739,Tue Nov 28 20:43:06 +0000 2017,@805739 We're happy to help. What kind of trouble are you currently experiencing?,other,False,N/A
585971,"@AppleSupport Any app, 15sec in total.",258352,Sun Dec 03 09:22:22 +0000 2017,"@258352 Thank you for reaching out, we're more than happy to assist with this. If you can open Settings &gt; General &gt; About &gt; Version, please let us know what iOS version you have installed currently. This will help us determine the first steps toward resolving this behavior.",other,False,"The issue description is too vague ('Any app, 15sec in total') to diagnose, requiring a human agent to clarify the nature of the crash or performance issue."
1454648,@AppleSupport my phone is still lagging and apps are freezing. Update 11.3 helped but did not solve the issue. #stillloveyouguys,457620,Mon Oct 16 19:33:36 +0000 2017,@457620 We'd love to look into this with you. Send us a DM to get started. https://t.co/GDrqU22YpT,unknown,False,"Error: Error calling model 'gemini-3.1-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.1-flash-lite\nPlease retry in 31.66969902s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.1-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '31s'}]}}"
2376106,I got a new phone and my iMessage or FaceTime on my laptop won’t sync to my phone. HELP ☹️ @115858,685363,Tue Nov 14 02:40:15 +0000 2017,@685363 Let's work on resolving this issue together. Congrats on your new iPhone. Did you restore from a backup to set up the device? DM the answer below. https://t.co/GDrqU22YpT,login_appleid_issue,True,Requires troubleshooting account synchronization settings across multiple devices (iMessage/FaceTime).
56951,@115858 can you tell me when when I type the letter “I” some damn symbols pop up like I’m out here coding and doing a MySpace edit 🤨,128897,Wed Nov 01 19:29:37 +0000 2017,@128897 We can definitely look into this with you. Which device are you using? DM us and let us know. https://t.co/GDrqU22YpT,other,False,N/A
2751105,@AppleSupport Up to date with 11.1.2 🙂,770201,Tue Nov 21 00:58:28 +0000 2017,@770201 Thank you. DM us which device you are using. https://t.co/GDrqU22YpT,other,False,N/A
2519368,"My phone is out of memory and I don't have anything fucking on it. Besides clash of clans, everything else I use the mobile website. @AppleSupport PLEASE HELP ME MY CLAN NEEDS ME.",717636,Thu Nov 16 00:00:18 +0000 2017,@717636 Thanks for reaching out. Let's take a look at the details of your storage usage together. Send us a DM using the link below and we'll continue. https://t.co/GDrqU22YpT,storage_issue,True,N/A
1918305,@AppleSupport I've done everything you've told me to and my phone still won't update  now it keeps freezing and I can't get anything done,409893,Thu Oct 26 06:11:06 +0000 2017,@409893 Thanks for reaching back out. We're here for you. Have you tried updating through iTunes? Let us know in DM. https://t.co/GDrqU22YpT,update_issue,True,N/A
1686918,@512317 Damnit @AppleSupport help us in a time of need,512316,Mon Nov 06 17:03:11 +0000 2017,@512316 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,other,False,N/A
